MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
5.72327970002074,18,5.943836921783868,2.9245552798723002,1225,2.072777957391369,38.93993648630977,-122.44244046083425,5.573552211677886
4.800649767893992,11,9.526564910194503,3.0815201486563284,3911,1.398430079671253,34.52123547113527,-115.97347060230229,3.801007236566655
2.109683082355179,16,6.326296608538355,3.6991270369294496,5154,2.8798443003811784,35.4954606902256,-120.6140721075095,2.33051425349151
3.3639293491550823,29,5.3605172273389545,1.8931734590751998,6215,3.652450976529985,32.681185806917284,-122.96709215053144,1.6186582182382094
3.690547907549858,41,4.502536768768071,1.566197608190428,6392,2.5353784838402236,34.198704379498814,-121.80653894025814,1.6573044692476357
2.7855240843310725,50,3.4848998771727255,1.140096423646132,6724,3.1491924354585317,33.948825508248824,-120.30738692753957,1.9865728610169966
1.905369131430765,3,6.600534597104553,1.9605166377941003,4608,2.0234429428826175,39.353066835078934,-115.05881063227518,2.4877713449744134
4.52964232807233,43,6.51903126754948,2.1325605889289867,5124,3.8501306482353246,38.944677884398146,-119.47669992244198,3.92323106959012
5.805842745104457,20,4.800848504963791,1.5908126348345972,3507,3.5215277060835044,37.381438088549196,-118.0498178426919,5.517141426148627
3.564130676228766,42,7.320000974413928,3.393889781916674,2862,3.0157826552945686,35.87056511469761,-124.15103811463614,2.058098456057578
6.192920848131338,2,5.531660408327627,1.5863159080494869,3247,3.134983830313255,40.894131195875815,-123.82792952698912,3.3726543400844524
2.2946236577633528,32,6.6621411030927025,2.61965599587564,4496,1.8851397893639588,40.840833477231484,-114.64750734346153,2.8201212396854984
2.715250473711948,48,5.944295503049517,2.4248473558600194,1271,1.9208853409771178,38.02835173198983,-115.69766296519087,3.2871760950366995
4.487288971665894,2,5.234296180183542,2.010577372600062,2343,2.902406860981331,38.5794804502345,-119.35877316786262,3.595306030852602
3.4336544556614226,41,4.06767308303877,1.6883204031700538,1333,3.4109878485803407,39.964507056902605,-122.3958182830791,2.7958804214380426
5.5891106532141865,6,5.281695111455993,1.9077494125962087,4204,3.451502936753016,39.227749586212376,-124.07815597781502,3.7824144904094554
5.18114427998132,51,6.76307600334227,2.9034497750256842,5057,2.7096537007088135,34.24901482187581,-114.25883705532276,4.093554433154472
3.539983494046101,38,4.737797332150859,2.2223348722117517,1798,3.596302685033142,37.033607016961575,-124.44044097725508,2.0584424431376593
2.382112685273743,47,6.159612093404768,1.8275661240667243,1560,4.136633221930858,33.51885903701724,-122.004698254047,0.1259415156445276
3.365483510527476,46,3.875896176963995,1.1500864141062082,5352,2.929066066668615,40.09380853490498,-117.31901878450577,3.5011370498092864
5.237538148978199,17,6.670087504195537,2.5721040169844516,2389,3.247731125289422,38.53576863849094,-114.65206830979426,5.849970480057546
5.688995883836039,22,5.969412004734942,1.7394074719230523,8706,2.833716695732699,41.7909121747725,-123.27087725391318,2.261169471139919
3.440116386012656,36,3.6968338617452483,1.5099651272190966,1815,2.898954952825191,33.36509686436462,-116.37414451082824,3.326857090953384
1.90160381338033,9,5.163978214717582,2.154097137467507,4921,3.135651458366662,37.101476846734045,-121.01643462675993,2.954979404459891
2.244880348895122,16,6.897161363977554,2.0585892599524866,8064,4.362611431243092,39.24010338261375,-117.3629565219619,1.6039246009954349
5.049060978718824,6,3.6114511890201637,1.271973379911745,1217,3.73222110179644,40.67342332535851,-123.48535108082011,2.716845089020357
3.5146866617426538,46,3.8935746420625987,1.2672205113598705,4607,3.6601475470097444,40.53397731238796,-115.41942331757392,2.6552570758783323
3.5514069621144184,13,5.39575456782026,2.208714501559777,4824,2.6370057069991444,34.01999460427887,-117.0741486934158,3.4602254594195
2.6969989483326664,21,8.699996095648292,3.576414281224972,5615,2.281459880966633,41.823209386598684,-114.46618068574737,2.568921486774176
2.6760249216825116,24,4.491132873940753,2.4277093765633517,8880,3.311628352764834,41.81342787641999,-119.22459884561239,1.2912168589007977
6.145257155711951,20,6.2429109993782435,1.8147263855742284,5912,3.9949962511798134,41.69058647831574,-115.17924103271358,5.026764886638433
5.12901394763507,40,5.890203111402027,2.7911340332071197,3895,4.378723518826252,38.136128096955986,-118.825814413377,4.361091496707553
3.1712057991880793,47,4.615720149601684,1.7823510534269276,4084,1.0378902485874384,40.31935258473838,-119.1157135478466,2.345879427771608
4.343435671230405,30,5.741700027677313,3.011962743419385,6315,4.957110634074733,32.76033607700804,-123.50659057723269,1.9388189103148021
4.677948520304275,43,4.828248006857567,1.6855368087604334,3124,3.3335895585981485,34.55460416708114,-115.9512204916563,3.9394622037064626
8.47696226109781,6,4.963292814825232,2.0649620424929718,6910,3.727144291331034,32.91995900466891,-120.17187355229797,5.1454938209851635
2.5842010095698296,50,3.0080921458403003,0.9760855883487126,3947,1.6080447124835502,37.05560717042303,-118.19973703442702,2.96006540141505
4.6507529018004465,6,5.463345647700518,2.0607987671434382,790,2.8104753305882766,41.64730159511157,-117.66773789813745,3.683959073643207
6.131292806750332,4,6.848640259933826,3.5428959554081767,5441,3.658278333517767,38.49170750232205,-116.36448132718164,5.9502686212733344
8.009256243323012,2,5.586138662169528,3.2490151336627893,2664,2.060201793025229,36.61252117022933,-118.45888471500643,7.0068727024940465
3.102934605990166,13,7.135761641233644,3.4266881972601144,3714,1.0,39.92835735932702,-117.99093924357454,2.1098646482197774
3.495300483678279,43,6.370491168917526,2.120793969596175,3372,3.2684042818425985,37.50336203532525,-119.03207602169559,4.374662179249319
5.612976984882551,16,5.41068804050467,1.695436006049867,1538,2.9601738694697466,36.576476669503954,-118.05350690853658,5.193983950961186
2.0965321731283675,41,4.558111670489772,1.9694545608849412,3033,4.153069670301472,38.293281810183615,-119.8355953599202,2.1449884474582053
4.854514229399115,22,4.7706044269578936,1.790320433301954,9154,2.8720652192923075,37.11800686865701,-116.34767909258979,4.304555851689642
9.924217651690785,6,3.294234289094318,1.5451206967362416,3337,2.9306249655340038,38.41545212392968,-115.989673896453,9.502115491648825
5.082704362326795,25,5.099381664852511,1.5524187250138854,7377,3.5581420045094654,40.026370207544915,-119.0703704759521,4.996989487343797
1.5765395984527548,12,5.7189981378462305,1.663770084418382,4205,3.8268163484771853,36.62418511545613,-122.96040558726497,2.171592470143711
2.8566944699847094,15,8.073131646698851,2.6423436888678196,849,2.4330012538724457,36.15021248709965,-120.5782712896254,2.6973534632887657
3.1441635676734716,27,6.292480484918315,3.383061123002676,8409,3.755599007661617,37.58665537261336,-115.68064396869687,3.990391718144192
6.776378740509241,41,4.202719029793035,1.6900017321565843,9075,2.5826129384563075,41.0475363411086,-114.87413547732112,6.1961452565728
3.8990978298982304,30,3.340947586721791,0.9592402240742409,2509,3.0132172829812633,36.2298228375891,-121.69594348175454,2.9633012019857614
1.9123007833784935,12,5.190171869193141,2.456429466090809,1870,3.5366157942458862,40.47749719987686,-114.61842269732747,2.8988281376590934
4.095760945789966,37,6.717646670241624,2.310972002895866,9320,3.6761090751023997,38.17162870581446,-121.5945109511683,3.194251475615891
4.462133638026296,36,5.169075494958419,1.5250645357640873,1157,3.2546519251237793,32.123971465925536,-114.85179315116133,4.641860264734081
3.3179151692978768,13,6.312976262508393,2.0418673536809067,8911,2.1355557383734407,36.76202571547432,-114.67792697660613,4.638176832087206
2.6568787105723937,44,5.228311826121717,1.869960135942058,1897,1.5037962326117988,34.105354279555485,-119.1992649574084,2.0377325692894894
10.445528520148512,44,6.575500652073399,2.5173530760788396,8693,2.849635209420438,33.50366360075544,-114.51920238049132,8.737003869591192
6.140366697213275,31,3.1041129659415083,0.9205920703844357,9343,3.777027886967811,34.344378863219895,-118.73264015842662,4.335970954040647
6.3946372400155465,16,7.90627318021915,3.2799034983410977,2552,3.3597579531181943,39.1241934715284,-120.52165197570538,4.684168726389423
3.9027632354119364,19,3.831274827664434,1.1532050231897906,2368,3.1936264059040296,38.273827248993506,-115.99332519484678,4.240052766122018
3.080741449178639,23,6.690598494594666,2.7022946284043723,1240,2.9943787548268133,37.368531283320515,-123.36051793412413,2.656680451165855
3.388658670994927,10,5.091724007996567,1.662994164794001,7912,3.247281474777349,36.95268540419947,-122.22512178233208,2.1747172791219125
2.292212001720758,16,5.326258149449649,1.5907421619522433,3624,2.2047270584368652,35.89178005826904,-122.26087389197896,1.4298982549824422
8.398951399350814,7,5.138347141044777,1.9093448250456113,6501,3.6241614553322252,40.86567895380967,-117.96822794993373,5.429175009688723
3.9731018833368634,8,5.88340687757724,2.605832793998565,6219,3.6770451667377193,41.32454238066296,-117.05683533579138,2.700250244296758
7.502113279481632,38,6.186286814921343,3.4526003728105175,5278,2.715787593325377,39.644377975378305,-115.7070331579629,6.520132720841571
3.4604062986902027,7,7.0875422677346025,2.2452606404059368,2577,3.3496061045213104,34.882245464984926,-115.05144937173868,4.218887305670169
5.115865618562139,24,7.611923323896067,2.6996294211744853,3782,1.6267604285039958,41.1386408243174,-115.31200107690283,4.895029497028424
4.572662081341366,22,5.997732320165054,2.7595038108668026,5107,3.1440383327770665,40.191353767873586,-117.3390567323961,4.085215902073049
2.19800865393481,3,8.070511358752457,2.4610162281317014,1110,2.8934997912466667,33.240264427442156,-114.89431988666898,1.6616843292706407
8.9054679743126,43,5.639458814233717,1.6801380159000319,4157,4.007386325496385,35.41677550772138,-121.60678231240186,5.849152493074975
3.506310957131117,51,7.116160543379387,2.158440603168199,7164,2.8410857942519514,35.27605936329095,-116.88460277461354,3.1533935498485848
2.4839366369704,33,6.143079509359221,2.2075712034883246,4333,3.694931610704757,39.300467811702276,-123.69499196699533,1.9243834616991604
5.633452149444661,35,4.676193052861951,1.352342425125065,4068,2.6870619910539992,37.23898560589964,-123.18510154023087,3.946264741455019
4.189973721754765,12,5.771851231569766,1.762585617263066,8435,1.1711194283399182,34.668845843474166,-122.12571748744378,1.826863978203505
4.908137935368425,44,6.254757816263687,3.3134827740147355,5442,2.8195709433518137,34.30794616921747,-123.42189420504272,3.445745654139541
4.380811920610519,40,5.451702802896089,1.5729132549806677,7425,3.1574058040907502,36.5750504310045,-114.3605086106439,4.378265254323988
1.6292487695997822,23,6.119284776996334,2.2766454335223996,707,3.1206700029508063,38.65957029761281,-119.60443559059242,1.4724306776868978
2.81570961862276,36,6.798044438990342,2.0255999796623976,9296,3.1327604042187827,37.08725934107715,-114.97960421498311,3.7001213594107383
2.7692097206974307,49,5.4649402870061605,1.7809145266460216,7804,2.5948366381075463,34.61033509319336,-119.49536454625812,1.9572371025832036
6.351257387215536,31,1.0841684969762788,0.5,8303,2.7410179394039806,38.19985070966375,-117.15340001653179,5.3400318263671815
4.260401319103986,11,8.017405227240056,3.504094921626129,6984,2.0989249243355736,41.98912307716203,-121.1219946426244,2.262129019757453
5.255919798075077,17,5.053612854669507,2.8900015280231175,5475,1.4027154675926774,33.76668751255011,-114.51801274450519,4.118827322684829
3.599884819030795,10,4.265079668751554,1.9403260393020665,5387,2.9148327972960866,37.283995756843424,-124.13360815115058,2.3032560639697692
5.374554798143737,17,3.8138345565207734,1.299664335708194,6320,2.4038375340015077,35.756561299715116,-117.1772518971798,4.669641634285407
3.906680356295253,46,4.995331146499533,1.5353210771513521,5063,3.8638684631997435,34.18415882495325,-114.52101007362198,2.7646437949726175
3.7810678870002175,10,4.655878253024527,2.7319639877415973,7349,1.254413050922512,40.75492229141763,-116.22443938751633,3.7354657254369203
4.55863279807582,46,4.394485804172963,2.1184852544810933,3502,3.232815039315434,41.57770502500371,-115.81023907006616,3.1441315481112593
4.380618560326939,15,4.4768105952331405,1.5376187327010395,7740,4.6971898118991575,35.50195782544518,-121.35878829041614,2.5388345666596024
12.10252996921876,26,6.294614236089734,2.8475418489428312,3555,2.853722854785995,35.47290581296896,-119.75559610378684,9.434850240733942
2.8022945901171,27,8.545545161504652,4.370977211184664,4863,2.9978015274543663,32.91762085156155,-123.07010023093932,1.2143781720033333
2.1036139709230497,7,6.730857397022352,3.643254197753875,870,3.3410774159771925,38.17753215821961,-120.54774156353452,2.3598833783893456
4.85915517070811,10,7.183897277131855,2.522274484949969,9023,3.403615565764582,32.265453569009644,-124.41142968461799,0.8435133367102025
2.9733707027792726,16,4.933884952829891,1.7807052605662268,6929,2.673194130751483,36.962104186333235,-116.32291913978197,3.2061165225196753
1.5670637012829607,4,5.656998048325867,1.7430258286701823,2646,2.193363031961473,33.52814532679462,-114.49337035385057,1.966335693702529
2.536953832926292,39,6.139723606345431,2.7086524357151074,640,3.522176638040423,38.72318284652921,-117.14108181754159,3.076937683570296
10.782409704274963,28,4.510663159535845,2.3178039130160677,8549,1.4735508900664174,41.289100941300575,-115.99187526664409,8.555840831242831
2.770915209715147,44,4.861404894176324,1.5489683527898082,213,3.6657826560403275,32.88782688422993,-119.10856788250939,2.920771816923261
1.8436087475829441,45,6.781827937499615,1.9495099773635065,4923,2.6865611807454504,39.77740480809642,-122.48748106185579,1.371085241347432
10.448663472752058,18,7.135439132650164,3.0380361769025663,503,3.0024681232697197,40.30568102774882,-116.93143765310704,7.993726806709802
2.4960148359984045,42,5.601115404272887,1.7193839073677086,6995,2.579513703001303,33.76206307189066,-121.35752004859484,1.8117819582705148
13.935781968105493,4,3.7072642288319106,1.2065632139321896,2193,4.144706098817299,41.226423016320425,-119.67498745010602,9.497688186927666
3.531266164066299,22,5.0566120251735125,1.5135689065414417,4385,3.1992085659396756,38.20917839388832,-115.04298763059339,2.9194381680922783
8.923501528418841,34,3.3380032982411922,1.3547803569022991,5787,2.742609610710282,37.349369415029095,-120.5841601088967,6.370313212769076
3.743018421170646,24,5.6128036147520906,2.9818181295368325,3831,2.7200776834866036,38.71412504782387,-121.46162006460573,1.7860402021081272
5.1298093081929474,38,5.883104666907128,3.0752629659438355,6875,2.8814742922657035,34.88109134701585,-124.16720771076696,2.6360875866337534
3.9448598245409165,44,5.093934368443335,1.6572338374661717,5179,4.9175521412270236,32.2541086673122,-117.13470282920905,2.612602038064331
3.7555996607385276,22,5.862566833574807,1.8016507922676446,4323,1.9463293144162919,36.420512236420855,-122.240190851411,2.044549663194983
4.676859958466345,14,6.125351858625759,2.428160901128172,3358,3.8663057447725935,39.433464037050186,-117.78612537163126,3.741580217301424
5.215815995247637,30,5.8852930643606856,3.2565311985713854,4204,3.4544842296719653,41.186503926223125,-120.65065617403921,2.6916104014976936
4.514343540999458,45,3.6977045615546054,2.031626689446234,3347,4.2318494019296615,36.30103817298037,-116.22940531128393,4.523619372305526
4.305297066976119,51,5.120103511730958,1.843434462231992,5852,3.5032534361532175,34.63647691601744,-115.15610795093879,3.6040866107069705
2.984074582879149,42,6.114764467399402,1.8233848264301287,7692,3.0026904002934542,33.31295502779932,-122.02511599496914,1.748085286471179
4.013118792312246,13,7.868067656958999,3.252275127019002,6048,3.816022102896304,41.35494334773544,-116.18073344359614,3.398995744721278
8.37931340835057,11,5.092111374641954,1.7735653887211247,515,3.183815059479435,34.3094507587862,-122.89545523292554,6.3059072246081005
2.925529700676763,30,6.326260300672165,2.364414425329622,8480,3.6039648244850486,41.11071232353012,-123.02026287386144,0.9092220092157621
4.739528636956194,21,6.817227867885736,2.064847938757411,7903,4.142575571055383,33.83756203561656,-120.00132064928181,4.095707669846392
7.1476790690975065,32,5.20505845244116,1.6274465165907737,8227,3.0740159790579864,32.18132739165049,-121.09265023563214,3.9791534940284268
5.236112779984622,48,7.22261162123101,3.508119035183007,688,2.660492014678708,34.242203254248295,-114.13484340425326,4.7623387903951935
6.383169124063742,29,7.303260747146345,2.5014785713046352,8270,2.4849505086007206,36.92789536880298,-116.05822066919694,7.075810788478605
2.4799661196378175,19,7.570577101091786,2.3470977032275724,4777,3.3604323260774125,35.48704995059758,-115.15251269403961,2.1484856994678774
4.745095945235974,45,6.187648253478297,1.8336766862389369,8472,2.2974652728431866,41.07720736584371,-123.07202460291563,2.1340607214525273
3.6609305371517853,23,9.040205874486304,3.2732205458797807,7858,2.7201560285754725,37.450845367281616,-117.0034099540168,3.1217985131725867
3.731188807560999,31,4.577075330853488,2.2696538916538898,8822,2.2259449906381437,33.177694860200006,-118.1550147880102,1.5238999791618582
8.036356557929874,7,8.686116379268409,3.2113499606125613,1395,3.4066712947350912,38.25331986625738,-123.45798786591122,4.804538092628913
3.757947762413858,26,6.6524492329876495,2.2951555631662126,5642,2.398275383536871,35.88946851309538,-116.16653226108475,4.140376108938346
4.81577817033019,22,7.510580999540077,3.4287370503760024,7338,1.9706136700953156,38.7894134540245,-115.53529108932139,4.045736267271656
1.8444200067069456,7,5.019943368187433,1.454464706475147,6032,2.111379661664911,39.861766965651604,-114.90202354090408,2.3731713947187196
8.918669883045036,11,6.7667120544456445,3.2027418032292094,8154,2.5431293112605617,41.85551444966627,-114.63188436825962,7.248295779651681
6.208773270722999,36,7.640461245496544,2.287265670387538,7326,2.615759344882581,37.7664605878057,-123.36798902402958,4.657977890671696
4.081327308576551,10,3.8689620344141917,1.5693514907305581,550,3.2011621164427995,35.66750670368443,-115.23719097646068,4.639202887654934
3.5883285601887525,7,5.255010577276871,3.089369965255199,2150,2.8707013690454892,36.33600351476967,-114.57371979868962,4.947297766175904
5.482944825273651,3,2.288120967653218,0.8544395217010579,6417,3.296248635006164,36.02621743966184,-117.24666095229887,5.630459392347678
7.106190250775658,2,5.232500534726265,1.8483427974665776,3732,3.360490019633379,36.50537332058268,-122.56956097275679,4.54956537047793
8.97827511828109,23,4.27598770980987,1.3097025664716846,3695,3.592399609142828,32.30058668594975,-120.2912044525588,5.923579065174657
6.112193788485661,25,5.173348468049897,1.9353990658208717,9143,1.473740338554698,34.47328238721846,-123.55384242971957,3.2664935962182104
4.332181993329137,32,9.88546503640699,5.287948607582441,1077,2.0982213029200047,41.877608044678354,-124.45541232246408,1.900974916452366
6.557266015667531,30,8.076705260195798,2.397883385878783,5323,3.443909378363508,41.28014527127004,-114.83934811293415,4.666285467235826
5.990948910997972,28,3.3408286949490518,1.2293130756445358,3253,3.169129873570583,32.482889674205616,-114.29044669949853,4.601817632110515
4.339942224558398,51,6.333607452399107,2.893701733414344,707,3.7815463628436166,41.7958087766759,-114.84742465031567,3.733009438984133
5.908440344438161,13,6.698396630588857,2.0188386491122094,3874,1.7647858971852906,39.91954162636307,-121.83339287846422,4.764794132552452
5.856254192997693,37,4.993154369943115,2.603795969593633,4174,2.6198763416044404,32.02747126137561,-117.97833522975121,3.2756005297315554
4.0705840341549955,5,5.7674614047378245,3.075210022546744,4656,2.7628960508525022,41.13463555213852,-119.25317493708725,1.682855699019253
3.2880396590103174,44,5.913973311122497,2.2207799322301107,1775,3.1332510303908814,41.603692313138424,-119.2915004983987,2.3204197516224587
5.618938263310244,19,3.4800829407072094,1.2319786451943477,7335,3.0287018996283455,38.287580180678574,-120.00249486972443,3.9013509591143447
2.59622492173921,18,3.953005968870778,1.5089384204427978,3691,3.3752622256138256,39.88329001777724,-114.6176052160017,3.1245111487294723
2.359041888500401,7,5.758445077661485,1.7076298922723616,5819,2.908276831061454,35.32531655406462,-116.19566134376002,2.9992198738401936
4.851177842440022,26,5.64910379197265,2.599586892531697,5540,4.097869016763747,37.72321261548915,-115.60788004227076,5.080376903555203
5.547300285584828,21,4.437155926874096,1.2741576060270638,5731,4.3529674225377315,39.315499491381175,-124.13658790795436,3.2089702828796094
4.834257591979067,50,4.308435790219233,2.4834933483035035,5150,2.1056825972805218,37.612608927326406,-120.17452324526221,4.1795125360696135
5.081507769892715,10,5.365331125493191,2.8041392040592266,3151,3.0360889682108283,35.04605073625619,-118.22122821694538,4.6427746309373275
5.503218801925974,22,6.829226429474909,3.3571763738144895,5006,3.6383954202456836,38.492002713045586,-117.58342413937967,4.410334076058743
8.051135770103844,46,5.385271343579695,2.921639139901295,5397,3.4682623853674395,40.38418925587998,-115.1037623930982,7.0441767406283
6.162154466932142,42,7.934096245953474,3.1879304245787994,379,2.6737251005314517,40.36008214852629,-122.74646933002823,3.585019130151993
6.074195738970688,39,4.456269178506158,1.3679314642142686,7293,3.203891908197429,33.321709669303274,-123.55461450649892,3.4239122672856386
4.6783824571542985,27,5.789664702182239,1.8221581226781876,4562,1.7332333483110935,36.45420796181837,-115.1214119253887,4.1372026665316035
4.759534329185788,45,4.968556856343991,1.634091427606335,3068,2.984686497241532,32.38739223018102,-119.18049796094262,3.2796472898747364
3.9195225032347243,12,6.3819414196196655,3.7248607277095895,483,1.8317570363983884,38.32766644436895,-118.83823658715983,3.8526327766816655
5.011625612129879,42,4.327618176662206,1.3281947322164689,3186,3.4063831712258548,34.42162214841291,-115.15499308385421,4.64260308839205
2.541619601598524,30,8.391096630990633,3.476447907021312,4167,2.1072336415207347,41.30354838041182,-116.62699529077867,2.783791873841812
8.0694233275028,18,2.964081395385991,0.9824768065308187,8399,3.1304265398144024,38.1825594274441,-116.82707786306176,6.447915788549415
2.844033445480701,12,8.07322035952037,2.683511646499999,6540,3.25535647233725,36.006176147423744,-122.54670115744406,1.8938104310925679
6.156230150835833,27,5.634982703663249,2.7902337688159675,4299,3.0606911112747333,39.31463189276687,-117.97519192794758,5.306633485021225
7.574555432418324,1,6.32863687262037,2.408422209811772,1433,2.4944377096545844,34.0739169515017,-119.77425211579892,5.2983578215866665
6.149324550006097,37,7.501787354637937,2.227949879174962,2892,2.831705399821103,32.91431805858599,-118.08406426339121,4.725804436178127
11.271669586899197,13,6.786492242749104,3.1223975919472253,9184,3.944857334567777,32.87381530774524,-118.45538963479282,7.716945936656636
1.6606699623179497,20,4.404959668310408,1.4746855532736578,1452,2.660313280110736,37.82805159847853,-124.22406026344339,1.0566771359029474
3.384281856774537,10,6.400134332893903,1.8689296323344795,6379,3.0171440855564904,40.88868545674155,-120.88930824255863,2.6859459270723907
7.5132763258473965,24,8.301210958951925,3.533729230052955,5267,2.554568956432931,34.22758104781903,-119.69306632583579,5.556552539389952
2.3205629352602104,19,4.169062431758766,1.7387462233830084,2332,3.8163416796304537,39.60048385761138,-119.247669822889,1.8068312495477654
2.88244731877983,10,8.677642766790967,3.450886651359217,8760,3.0622646201282024,32.37623525683681,-123.45557266874044,0.12517143746359077
5.341023424373915,46,6.078553728952846,1.925865818202633,4062,2.3888207932290877,35.53340073197657,-115.06534153569126,5.022811992456462
4.3076969351806795,39,4.850158342119614,1.947297547919852,6679,3.005700206825403,38.5371650955807,-120.98968522659682,3.5960903884826503
5.1872612560160904,20,4.160065923087618,1.6154073126644337,1149,2.8071744948148143,40.26250562578693,-119.36106925815541,2.9659470924680553
4.478612956428044,3,5.165069388387588,2.4593560257688205,9663,4.114065688717236,41.43191780428856,-117.53086214946472,2.765876624098156
4.670503618645897,44,2.567082503394257,0.7378749414260846,416,2.9642499947951726,38.325703649591,-116.94964282112062,4.522173884153206
3.008230321398314,36,4.877133296411818,1.4751309699090678,3241,1.8938008892953406,36.62674232562199,-120.53071108648446,2.0567646104991706
4.601296529206515,29,5.105609134216582,1.8362476860210533,9175,3.3989065891596213,32.60636392017937,-123.14431532388087,1.354320064462542
3.4887795070430077,31,3.8883795263313705,1.133966260933694,6451,4.428869946692231,34.756476468412174,-122.32316447305112,2.10055632666207
3.7068212755067753,1,6.62176779235654,2.254912775583428,6816,3.957544711637001,41.23111805821884,-122.76695549688394,1.5367922523616566
6.116294477887534,25,5.171850568315919,1.509416721158315,3281,2.1176530729717973,37.828965430802114,-121.93655305254401,4.626192730712813
2.2724703535729835,10,4.5463081830783585,2.2836995765980643,7840,2.785017484539917,35.42677288316831,-118.16171352100561,1.4550985106628542
1.4594939329778076,34,5.011999097397185,2.3800662763215876,9329,2.975453458108173,34.48816873338311,-118.87453238515972,0.969981542921705
5.904700991219964,48,6.032661209973771,1.831782444376734,6297,2.985160913151446,33.13657027687656,-122.72938029783916,2.4115036439794673
4.603446782475267,28,5.609831815700491,2.284343768147155,2340,3.304769485743071,39.516049785125595,-117.3440767039831,4.961297305318726
7.57052009428677,31,4.448537367868633,1.8785387752257785,9086,2.724719193877654,36.12376136538309,-123.83110065772,5.7376362225871915
2.9166075728988226,35,5.688480211060666,1.8603157291965706,242,2.267500935535344,41.36549365375609,-114.94912627091617,2.843469102172469
4.011617018814461,48,5.423986063650614,1.9135019023338613,8980,3.761440269207146,36.54391711195655,-118.55499626631402,3.000087732690523
4.383946853229688,2,3.790803665276781,1.6344399014087,293,2.1011471341839245,40.18376563596455,-118.30061808878804,4.216160702395615
3.1708269474511668,16,5.067242959739109,2.0972393833943186,769,2.358306767167257,33.30237623243811,-121.49811466512769,2.118400691818902
2.7560664985179963,14,6.369007405631332,2.6155112972914325,612,2.096175184735098,33.509076272767146,-119.1278114682915,3.013179730698692
6.047121217021832,37,6.358207389844763,3.2988582012002414,2056,3.489769948361742,34.73211914742128,-120.02429844756539,5.565499760233711
2.1837919326244757,23,5.155053501394909,2.4394570516622665,7328,3.0851770475318654,33.9123465943194,-114.51716231610293,1.3691220833615771
